Model,Make,Year,URL,Description,Image,Starting_Price,Pct_domestic_content
Land Cruiser,Toyota,2021,https://www.caranddriver.com/toyota/land-cruiser,"With an American-size V-8 and copious standard features, the Toyota Land Cruiser flaunts faux luxury and an inflated price but remains a legit off-road SUV.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-toyota-land-cruiser-mmp-1-1596116800.jpg,87030,0.05
Mirai,Toyota,2021,https://www.caranddriver.com/toyota/mirai,"Toyota's redesigned 2021 Mirai takes hydrogen-powered motoring to new luxury-like heights, but it's only available in California.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-toyota-mirai-101-1570714469.jpg,50525,0.0
Prius Prime,Toyota,2021,https://www.caranddriver.com/toyota/prius-prime,"The Toyota Prius Prime is a plug-in hybrid that's dressed up as a spaceship, but unfortunately the electrified hatchback is more theatrical than special.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-toyota-prius-prime-mmp-1-1597765157.jpg,29245,0.0
Venza,Toyota,2021,https://www.caranddriver.com/toyota/venza,Toyota has revived the Venza nameplate for 2021 on a mid-size two-row SUV that offers a hybrid powertrain and a classy cabin.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-toyota-venza-limited-130-1595375248.jpg,33885,0.0
86,Toyota,2020,https://www.caranddriver.com/toyota/86-2020,"With an adroit chassis and impressive cargo space, the 2020 Toyota 86 is an athletic and versatile rear-drive sports car the everyone can afford.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-toyota-86-gt-109-1592541999.jpg,28055,0.282608696
Yaris,Toyota,2020,https://www.caranddriver.com/toyota/yaris,"It's missing key driver-assistance features, but the Yaris shines thanks to keen handling and superb gas mileage.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-toyota-yaris-104-1587498075.jpg,16645,0.05
Prius C,Toyota,2019,https://www.caranddriver.com/toyota/prius-c,"The 2019 Toyota Prius C is an ultra-affordable hybrid car that is not, as its name would suggest, based on the Toyota Prius but on the smaller Yaris.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2018-toyota-prius-c-four-1545162762.jpg,22485,0.0
Prius V,Toyota,2019,https://www.caranddriver.com/toyota/prius-v,"Blending the usefulness of a station wagon and the efficiency of a hybrid, the Prius V might be the ultimate utility vehicle.",https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/16q2/667349/2016-toyota-prius-v-review-car-and-driver-photo-667416-s-original.jpg,NA,0.0
Corolla iM,Toyota,2018,https://www.caranddriver.com/toyota/corolla-im-2018,"The Toyota Corolla iM hatchback is better to drive than the Corolla sedan, but it suffers from an equally anemic engine and its back seat is puny by comparison.",https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/media/672264/2018-toyota-corolla-im-in-depth-model-review-car-and-driver-photo-689371-s-original.jpg,19780,0.15
Yaris iA,Toyota,2018,https://www.caranddriver.com/toyota/yaris-ia,Don't let the badge fool you: Toyota's Yaris iA is actually a Mazda 2 in disguise and handles the corners with aplomb.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2017-toyota-yaris-ia-1545158284.jpg,16880,0.05
Matrix,Toyota,2013,https://www.caranddriver.com/toyota/matrix,"The second-generation Matrix is larger and more stylish than its predecessor, and all-wheel drive remains an option.",https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/media/401922/2009-toyota-matrix-xrs-photo-401923-s-986x603.jpg,20085,0.282608696
Camry Solara,Toyota,2008,https://www.caranddriver.com/toyota/camry-solara,The Solara coupe is supposedly the sporty version of the Camry but has always ended up as merely a slightly more stylish variant.,https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/04q1/267421/toyota-camry-solara-convertible-photo-165464-s-original.jpg,20930,0.5
ID.Buzz Microbus,Volkswagen,2024,https://www.caranddriver.com/volkswagen/id-buzz-microbus,The ID.Buzz represents the modern revival of the beloved Microbus and will be one of the first electric vans on the market.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/volkswagen-id-buzz-bw-2-1638396365.jpg,40000,0.209130435
ID.8,Volkswagen,2023,https://www.caranddriver.com/volkswagen/id8,"If the ID.4 is too small for your family, VW's three-row ID.8 SUV will provide extra space as well as an all-electric powertrain with decent driving range.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/db2021au00294-large-1618704633.jpg,45000,0.209130435
Arteon,Volkswagen,2022,https://www.caranddriver.com/volkswagen/arteon,"The Volkswagen Arteon is undeniably beautiful, and its hatchback body is uniquely practical, but its benign driving demeanor and bland cabin are question marks.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-volkswagen-arteon-2-0t-sel-r-line-104-1608585738.jpg,41190,0.01
Atlas,Volkswagen,2022,https://www.caranddriver.com/volkswagen/atlas,"The three-row Volkswagen Atlas isn't flashy or fun to drive, but its abundance of interior space and above-average value help it compete with other mid-size SUVs.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/large-14711-2022atlas-1636997831.jpg,34670,0.4525
Atlas Cross Sport,Volkswagen,2022,https://www.caranddriver.com/volkswagen/atlas-cross-sport,"Based on the boxy Atlas, the 2022 Volkswagen Atlas Cross Sport adopts a more rakish design but loses the third row of seats in the process.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-volkswagen-atlas-cross-sport-se-v6-106-1598349636.jpg,33970,0.0
Golf GTI,Volkswagen,2022,https://www.caranddriver.com/volkswagen/golf-gti,VW has reinvented and reinvigorated the already exceptional Golf GTI for its eighth generation with evolutionary styling and upped its power levels.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-volkswagen-golf-gti-103-1620849060.jpg,30540,0.12
Golf R,Volkswagen,2022,https://www.caranddriver.com/volkswagen/golf-r,"The new Golf R returns as Volkswagen's ultimate hot hatch, now boasting 315 horsepower and other performance enhancements that have our full attention.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-vw-golf-r-us-drive-102-1627929068.jpg,44640,0.085
Jetta,Volkswagen,2022,https://www.caranddriver.com/volkswagen/jetta,"The 2022 Volkswagen Jetta isn't the snazziest or most exciting compact car, but it's very refined for its class and enjoys a roomy cabin and a big trunk.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-volkswagen-jetta-sel-102-1629724079.jpg,21190,0.01
Jetta GLI,Volkswagen,2022,https://www.caranddriver.com/volkswagen/jetta-gli,"There's no other sedan at this price point that's as practical, as refined, and—most importantly—as fun to drive as the Volkswagen Jetta GLI.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-volkwagen-jetta-gli-s-mmp-1-1636654437.jpg,31990,0.01
Passat,Volkswagen,2022,https://www.caranddriver.com/volkswagen/passat,"Apart from its notable refinement and popular features, the Volkswagen Passat mostly fails to stand out compared with other family sedans.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-vw-passat-limited-edition-106-1626728438.jpg,28290,0.39
Taos,Volkswagen,2022,https://www.caranddriver.com/volkswagen/taos,The 2022 Volkswagen Taos is the latest subcompact crossover to thrive off the public's insatiable appetite for SUVs of all shapes and sizes.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-vw-taos-1p5t-sel-110-1629718979.jpg,24190,0.209130435
Tiguan,Volkswagen,2022,https://www.caranddriver.com/volkswagen/tiguan,"The 2022 VW Tiguan is the compact SUV with a distinctly European accent, spry handling, and an available third row, but don't expect GTI-level friskiness.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-volkswagen-tiguan-us-spec-101-1620753302.jpg,27190,0.07
Golf,Volkswagen,2021,https://www.caranddriver.com/volkswagen/golf,"With capacious cargo space and splendid driving manners, the Volkswagen Golf is a great compact hatchback, but it lives in the shadow of the hot GTI.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-volkswagen-golf-mmp-1-1604508183.jpg,24190,0.085
ID.4,Volkswagen,2021,https://www.caranddriver.com/volkswagen/id4,"Volkswagen's first foray into all-electric motoring is the ID.4 compact SUV, which offers up to 250 miles of driving range and a minimalistic interior design.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-volkswagen-id4-103-1614630261.jpg,41190,0.01
Beetle,Volkswagen,2019,https://www.caranddriver.com/volkswagen/beetle,"Its shape is among the most distinctive on the road; happily, the Beetle, offered as a coupe or a convertible, is as fun to drive as it looks.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2018-volkswagen-beetle-2-0t-coast-edition-1545154604.jpg,21790,0.209130435
e-Golf,Volkswagen,2019,https://www.caranddriver.com/volkswagen/e-golf,"With all the sprightliness and most of the practicality of the regular Golf, the 2019 VW e-Golf is Volkswagen's electric car, and provides all-electric motoring in a handsome little package.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-volksawagen-e-golf-mmp-1-1569525691.jpg,32790,0.085
Golf Alltrack,Volkswagen,2019,https://www.caranddriver.com/volkswagen/golf-alltrack,"Just when you thought station wagons had all but disappeared, they have found a way to stay relevant: by mimicking crossovers.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2018-volkswagen-golf-alltrack-tsi-4motion-leadgallery-1544212342.jpg,27790,0.085
Golf SportWagen,Volkswagen,2019,https://www.caranddriver.com/volkswagen/golf-sportwagen,We've been singing the praises of the Volkswagen Golf for a decade.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2017-volkkswagen-golf-sportwagen-mmp-1555358938.jpg,22790,0.0
CC,Volkswagen,2017,https://www.caranddriver.com/volkswagen/cc,Volkswagen's top-of-the-line CC is an appealing—albeit aging—family sedan.,https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/wp-content/uploads/2012/05/2013-Volkswagen-CC-R-Line-01-626x382.jpg,35340,0.209130435
Touareg,Volkswagen,2017,https://www.caranddriver.com/volkswagen/touareg-2017,"The Touareg is attractive, comfortable, and has good road manners, but competitors offer more for less money.",https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/media/672263/2017-volkswagen-touareg-in-depth-model-review-car-and-driver-photo-677902-s-original.jpg,50405,0.209130435
Eos,Volkswagen,2016,https://www.caranddriver.com/volkswagen/eos,"The Eos is a clever little combo: Its folding hardtop makes it a closed coupe, an open-air convertible, and the roof has a sliding sunroof, too.",https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/media/368299/2012-volkswagen-eos-20-tsi-european-spec-photo-368302-s-986x603.jpg,32860,0.209130435
Routan,Volkswagen,2012,https://www.caranddriver.com/volkswagen/routan,The company that credits itself with inventing the minivan turns to Chrysler to stay in the game.,https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/wp-content/uploads/2012/12/large_2010-routan-exterior1-l1-626x392.jpg,27840,0.209130435
New Beetle,Volkswagen,2010,https://www.caranddriver.com/volkswagen/new-beetle,The Beetle's roly-poly retro shape is built upon the bones of the previous-generation Golf.,https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/09q4/313813/2005-volkswagen-new-beetle-convertible-photo-314850-s-986x603.jpg,19440,0.209130435
Rabbit,Volkswagen,2009,https://www.caranddriver.com/volkswagen/rabbit,The Rabbit replaced the aged Golf in 2007 and is basically a hatchback Jetta.,https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/08q4/267373/2010-volkswagen-golf-rabbit-photo-242333-s-original.jpg,17000,0.209130435
C40 Recharge,Volvo,2022,https://www.caranddriver.com/volvo/c40-recharge,"Volvo gets into the SUV-coupe segment with the C40 Recharge, which inherits its 402-hp all-electric powertrain and fashionable interior from the XC40 Recharge SUV.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/06-volvo-c40recharge-studio-profile-1614643839.jpg,59845,0.7
S60,Volvo,2022,https://www.caranddriver.com/volvo/s60,"The Volvo S60 sedan is highly sophisticated, with sharp styling, plenty of luxury, and lots of standard tech features, but other rivals are sportier to drive.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-volvo-s60-t8-awd-inscription-ltintro-110-1589460926.jpg,40295,0.01
S90,Volvo,2022,https://www.caranddriver.com/volvo/s90,"The Volvo S90 offers multiple hybrid powertrains including a plug-in version with all-electric driving range, a plush interior, and distinctive exterior styling.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-volvo-s90-mmp-1-1635531879.jpg,52895,0.02
V60 / V60 Cross Country,Volvo,2022,https://www.caranddriver.com/volvo/v60,"Practicality and luxury go hand-in-hand on the 2022 Volvo V60 Cross Country and V60 Recharge T8 Polestar, both of which are based on the automaker's S60 sedan.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-volvo-v60-t8-polestar-205-hdr-1579105927-mmp-1-1636042387.jpg,46795,0.0
XC40,Volvo,2022,https://www.caranddriver.com/volvo/xc40,Volvo's fun and funky 2022 XC40 blends everything we love about the brand's large SUVs with a more youthful appearance and a charming driving demeanor.,https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/wp-content/uploads/2018/04/2019-Volvo-XC40-104-1.jpg,35195,0.01
XC40 Recharge,Volvo,2022,https://www.caranddriver.com/volvo/xc40-recharge,"As fashionable as it is practical, the 2022 Volvo XC40 Recharge is another desirable all-electric SUV in a growing market segment.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/271706-volvo-xc40-recharge-p8-awd-in-sage-green-copy-1636412767.jpg,56395,0.7
XC60,Volvo,2022,https://www.caranddriver.com/volvo/xc60,"Handsomely styled and thoughtfully designed, the 2022 Volvo XC60 is a Scandinavian take on the compact luxury SUV.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-vilvo-xc60-mmp-1-1615394783.jpg,43745,0.018000000000000002
XC90,Volvo,2022,https://www.caranddriver.com/volvo/xc90,The Volvo XC90 raises its stock among mid-size SUVs with stunning styling inside and out as well as impressive features and a surprisingly quick plug-in hybrid.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-volvo-xc90-t8-inscription-109-1595600860.jpg,50995,0.016666667
V90 Cross Country,Volvo,2022,https://www.caranddriver.com/volvo/v90-cross-country,"Volvo is well known for its wagons, and the Swedish firm's latest long-roof model—the 2022 V90 Cross Country—is moving this body style upmarket.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-volvo-v90-cross-country-mmp-1-1634579249.jpg,56295,0.0
V90,Volvo,2021,https://www.caranddriver.com/volvo/v90,The beautifully designed and undeniably Scandinavian 2021 Volvo V90 is the vehicle of choice for upscale but quirky families looking to avoid SUV monotony.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-volov-v90-wagon-mmp-1-1626438735.jpg,52895,0.01
V90 / V90 Cross Country,Volvo,2018,https://www.caranddriver.com/volvo/v90-v90-cross-country-2018,"The V90 and V90 Cross Country station wagons are beautifully designed and luxurious while being nearly as practical as an SUV, but with far more curb appeal.",https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/media/672264/2018-volvo-v90-v90-cross-country-in-depth-model-review-car-and-driver-photo-699545-s-original.jpg,50945,0.0
